# COLUMN 1 : YEAR
# -----------------------------------
# COLUMN 2 : NCAR CSM1.4
# COLUMN 3 : HadGEM2-ES
# COLUMN 4 : MPI-ESM
# COLUMN 5 : Bern3D-LPJ (reference)
# COLUMN 6 : Bern3D-LPJ (ensemble median)
# COLUMN 7 : Bern2.5D-LPJ
# COLUMN 8 : CLIMBER2-LPJ
# COLUMN 9 : DCESS
# COLUMN 10 : GENIE (ensemble median)
# COLUMN 11 : LOVECLIM
# COLUMN 12 : MESMO
# COLUMN 13 : UVic2.9
# COLUMN 14 : ACC2
# COLUMN 15 : Bern-SAR
# COLUMN 16 : MAGICC6 (ensemble median)
# COLUMN 17 : TOTEM2
# -----------------------------------
# COLUMN 18 : MULTI-MODEL MEAN
# COLUMN 19 : MULTI-MODEL STDEV
#                      
 5.0000000e-01   3.6255676e+21   8.4818251e+21  -1.5779308e+22   3.1595376e+21   3.0911346e+21   3.8753912e+21  -4.5268737e+20   3.5738335e+21   7.3443890e+21   1.1866053e+21   1.1332497e+22   3.7324299e+21   1.0000000e+20   1.0000000e+20   8.1004013e+21   1.0000000e+20   3.1760066e+21   6.5440847e+21  
 1.5000000e+00   8.8635964e+21   1.8292928e+22  -7.9593004e+21   9.3091756e+21   8.6040467e+21   1.0413655e+22   5.1400430e+21   1.0193278e+22   1.3492126e+22   1.3990779e+22   1.7683681e+22   1.0388377e+22   1.0000000e+20   1.0000000e+20   1.4259747e+22   1.0000000e+20   1.0280246e+22   6.6010789e+21  
 2.5000000e+00   1.1731539e+22   2.1393989e+22   2.5090008e+21   1.4518815e+22   1.3648873e+22   1.6326875e+22   1.1420909e+22   1.6359893e+22   1.9113793e+22   2.3302360e+22   2.3568225e+22   1.6444795e+22   1.0000000e+20   1.0000000e+20   1.9800591e+22   1.0000000e+20   1.6301737e+22   5.7001620e+21  
 3.5000000e+00   1.3190065e+22   2.1736183e+22   1.0631485e+22   1.8451666e+22   1.8175149e+22   2.1566857e+22   1.7056726e+22   2.1901912e+22   2.4137592e+22   2.7858847e+22   2.8983303e+22   2.1796402e+22   1.0000000e+20   1.0000000e+20   2.4632088e+22   1.0000000e+20   2.0972217e+22   5.2292891e+21  
 4.5000000e+00   1.5393292e+22   2.4299301e+22   1.2876819e+22   2.1779424e+22   2.2252620e+22   2.6300509e+22   2.1991581e+22   2.6906557e+22   2.8664332e+22   3.1530353e+22   3.4018548e+22   2.6616183e+22   1.0000000e+20   1.0000000e+20   2.8880634e+22   1.0000000e+20   2.4977561e+22   5.8931363e+21  
 5.5000000e+00   1.5379951e+22   2.8554124e+22   8.3991107e+21   2.5158667e+22   2.6031301e+22   3.0649265e+22   2.6594823e+22   3.1497477e+22   3.2801423e+22   3.6958806e+22   3.8741909e+22   3.1022344e+22   1.0000000e+20   1.0000000e+20   3.2593408e+22   1.0000000e+20   2.8268662e+22   8.2509549e+21  
 6.5000000e+00   1.5751050e+22   3.0013164e+22   1.0741294e+21   2.8821808e+22   2.9587304e+22   3.4716139e+22   3.1557276e+22   3.5762185e+22   3.6634619e+22   4.2510078e+22   4.3214260e+22   3.5074058e+22   1.0000000e+20   1.0000000e+20   3.5941748e+22   1.0000000e+20   3.0986334e+22   1.1263111e+22  
 7.5000000e+00   1.6721332e+22   2.9128423e+22  -3.1093685e+21   3.3198210e+22   3.2940299e+22   3.8590231e+22   3.6861878e+22   3.9748979e+22   4.0179010e+22   4.6339412e+22   4.7451824e+22   3.8855953e+22   1.0000000e+20   1.0000000e+20   3.9089165e+22   1.0000000e+20   3.3566428e+22   1.3482832e+22  
 8.5000000e+00   1.6971267e+22   3.1085172e+22  -4.5414992e+21   3.7028707e+22   3.6067115e+22   4.2305795e+22   4.1497380e+22   4.3490740e+22   4.3486303e+22   5.0375423e+22   5.1441217e+22   4.2448769e+22   1.0000000e+20   1.0000000e+20   4.2103120e+22   1.0000000e+20   3.6394233e+22   1.5094314e+22  
 9.5000000e+00   1.9067491e+22   3.4996820e+22  -3.8799771e+21   4.0674208e+22   3.8983433e+22   4.5914478e+22   4.4786188e+22   4.7021526e+22   4.6596065e+22   5.6037237e+22   5.5208853e+22   4.5896782e+22   1.0000000e+20   1.0000000e+20   4.4966821e+22   1.0000000e+20   3.9632977e+22   1.6038270e+22  
