# COLUMN 1 : YEAR
# -----------------------------------
# COLUMN 2 : NCAR CSM1.4
# COLUMN 3 : HadGEM2-ES
# COLUMN 4 : MPI-ESM
# COLUMN 5 : Bern3D-LPJ (reference)
# COLUMN 6 : Bern3D-LPJ (ensemble median)
# COLUMN 7 : Bern2.5D-LPJ
# COLUMN 8 : CLIMBER2-LPJ
# COLUMN 9 : DCESS
# COLUMN 10 : GENIE (ensemble median)
# COLUMN 11 : LOVECLIM
# COLUMN 12 : MESMO
# COLUMN 13 : UVic2.9
# COLUMN 14 : ACC2
# COLUMN 15 : Bern-SAR
# COLUMN 16 : MAGICC6 (ensemble median)
# COLUMN 17 : TOTEM2
# -----------------------------------
# COLUMN 18 : MULTI-MODEL MEAN
# COLUMN 19 : MULTI-MODEL STDEV
#                      
 5.0000000e-01   2.0646276e+00   3.7719544e+00   3.0524266e+00   1.2137137e-01   8.3300785e-02   3.4595483e+00  -5.3332296e-01   2.2260794e+00   4.7743561e+00   1.5684225e+00   1.7175202e+00   3.8904239e+00   2.9413670e+00   1.8828569e+00   3.4175434e+00   9.7287979e-02   2.2942928e+00   1.4897824e+00  
 1.5000000e+00   5.2774414e+00   3.6571599e+00   9.0607194e+00   2.5281999e+00   1.9672473e+00   7.5313674e+00   2.3259277e+00   3.9452563e+00   7.5435764e+00   7.2424449e+00   2.5980861e+00   6.6443061e+00   5.7815382e+00   3.4566734e+00   6.7100494e+00   6.9066052e-02   4.9207240e+00   2.4812125e+00  
 2.5000000e+00   7.5298557e+00   3.0894269e+00   1.3311744e+01   4.3565612e+00   3.4427535e+00   1.0228226e+01   5.4241746e+00   5.4608152e+00   9.7574706e+00   1.0698624e+01   3.3803243e+00   8.9766857e+00   8.3226788e+00   4.8765525e+00   8.9082155e+00   3.5979832e-02   6.8962351e+00   3.4628299e+00  
 3.5000000e+00   8.2846610e+00   4.7913871e+00   1.5440398e+01   5.6618449e+00   4.5050251e+00   1.1737451e+01   7.6215708e+00   6.7250806e+00   1.1389935e+01   1.2380806e+01   4.0627712e+00   1.0832206e+01   1.0474103e+01   6.0963578e+00   1.0502534e+01   5.0935398e-03   8.3232921e+00   3.8837485e+00  
 4.5000000e+00   8.6868061e+00   9.6145504e+00   1.5858730e+01   6.6139711e+00   5.2883226e+00   1.2690643e+01   9.2549787e+00   7.7798647e+00   1.2678761e+01   1.3083694e+01   4.6634912e+00   1.2325421e+01   1.2282556e+01   7.1394695e+00   1.1858728e+01  -6.4619006e-03   9.5466369e+00   3.9630450e+00  
 5.5000000e+00   9.4857935e+00   1.2012147e+01   1.5419496e+01   7.3234196e+00   5.9286250e+00   1.3418459e+01   1.0392642e+01   8.6746721e+00   1.3798216e+01   1.3405821e+01   5.1982148e+00   1.3562566e+01   1.3820210e+01   8.0415055e+00   1.3151006e+01   1.6524571e-02   1.0421727e+01   4.0905771e+00  
 6.5000000e+00   1.0570548e+01   1.2480792e+01   1.4372612e+01   7.8763625e+00   6.4601281e+00   1.4017293e+01   1.1779472e+01   9.4457767e+00   1.4782923e+01   1.2769396e+01   5.6783640e+00   1.4601818e+01   1.5146421e+01   8.8316895e+00   1.4371496e+01   8.3226488e-03   1.1021137e+01   4.1576850e+00  
 7.5000000e+00   1.1601837e+01   1.4622288e+01   1.4198504e+01   8.2689095e+00   6.9127350e+00   1.4483081e+01   1.3463842e+01   1.0119351e+01   1.5626392e+01   1.3406997e+01   6.1070419e+00   1.5489209e+01   1.6306441e+01   9.5325687e+00   1.5461946e+01   4.7113799e-03   1.1822463e+01   4.4095257e+00  
 8.5000000e+00   1.2230974e+01   1.8690000e+01   1.6768841e+01   8.5744412e+00   7.3554926e+00   1.4836830e+01   1.5662820e+01   1.0715369e+01   1.6340241e+01   1.6079014e+01   6.4870470e+00   1.6256394e+01   1.7335251e+01   1.0161905e+01   1.6376550e+01   5.9199738e-02   1.3023729e+01   4.9938800e+00  
 9.5000000e+00   1.3279238e+01   2.2195992e+01   1.9155042e+01   8.8706044e+00   7.7599668e+00   1.5086109e+01   1.7717545e+01   1.1249597e+01   1.6964226e+01   2.0648901e+01   6.8207768e+00   1.6929194e+01   1.8260414e+01   1.0733982e+01   1.7171449e+01   1.1330883e-01   1.4272383e+01   5.7705578e+00  
