# COLUMN 1 : YEAR
# -----------------------------------
# COLUMN 2 : NCAR CSM1.4
# COLUMN 3 : HadGEM2-ES
# COLUMN 4 : MPI-ESM
# COLUMN 5 : Bern3D-LPJ (reference)
# COLUMN 6 : Bern3D-LPJ (ensemble median)
# COLUMN 7 : Bern2.5D-LPJ
# COLUMN 8 : CLIMBER2-LPJ
# COLUMN 9 : DCESS
# COLUMN 10 : GENIE (ensemble median)
# COLUMN 11 : LOVECLIM
# COLUMN 12 : MESMO
# COLUMN 13 : UVic2.9
# COLUMN 14 : ACC2
# COLUMN 15 : Bern-SAR
# COLUMN 16 : MAGICC6 (ensemble median)
# COLUMN 17 : TOTEM2
# -----------------------------------
# COLUMN 18 : MULTI-MODEL MEAN
# COLUMN 19 : MULTI-MODEL STDEV
#                      
 5.0000000e-01   1.7059391e-01   1.9205348e-01   7.2491575e-03   8.9547560e-02   7.8838440e-02   5.0622084e-02   6.9887233e-03   3.8944146e-02   7.0617278e-02  -7.3709633e-02   1.1528424e-01   6.8623210e-02   7.9674285e-02   1.0000000e+20   1.2302432e-01   1.0000000e+20   7.1446434e-02   6.7894563e-02  
 1.5000000e+00   9.9559427e-02   3.5789341e-01  -2.0999642e-02   1.2713909e-01   1.1283866e-01   9.9341841e-02   8.6723950e-02   8.2308446e-02   1.1074945e-01  -1.0947878e-02   1.4641567e-01   1.0277789e-01   1.1645657e-01   1.0000000e+20   1.5546280e-01   1.0000000e+20   1.1066005e-01   8.6940036e-02  
 2.5000000e+00   1.4721905e-01   4.3168756e-01   7.7793990e-02   1.4532547e-01   1.3422592e-01   1.2804774e-01   1.3425910e-01   1.1179873e-01   1.3936187e-01   9.8464702e-03   1.6930682e-01   1.2914274e-01   1.4546411e-01   1.0000000e+20   1.7448446e-01   1.0000000e+20   1.4866450e-01   9.1217405e-02  
 3.5000000e+00   2.6115490e-01   3.7327951e-01   1.9709829e-01   1.5282656e-01   1.4518378e-01   1.4253415e-01   1.5335843e-01   1.3047340e-01   1.5770987e-01   1.0446489e-02   1.8559070e-01   1.4884254e-01   1.6617266e-01   1.0000000e+20   1.8225221e-01   1.0000000e+20   1.7339207e-01   7.8392439e-02  
 4.5000000e+00   2.7241281e-01   2.7652832e-01   2.4684504e-01   1.6184510e-01   1.5188742e-01   1.5162227e-01   1.6191989e-01   1.4403231e-01   1.6993373e-01   2.4495370e-02   1.9727207e-01   1.6394434e-01   1.8118151e-01   1.0000000e+20   1.8605223e-01   1.0000000e+20   1.7908672e-01   6.2270249e-02  
 5.5000000e+00   2.2407437e-01   2.6884443e-01   2.7452368e-01   1.7293855e-01   1.5675821e-01   1.5854585e-01   1.6783703e-01   1.5495406e-01   1.7892056e-01  -5.3110129e-02   2.0621194e-01   1.7399141e-01   1.9253969e-01   1.0000000e+20   1.8858380e-01   1.0000000e+20   1.7635961e-01   7.6293773e-02  
 6.5000000e+00   1.8168557e-01   1.6102106e-01   3.2538923e-01   1.8732852e-01   1.6124384e-01   1.6377961e-01   1.6912546e-01   1.6401593e-01   1.8642573e-01  -7.0169968e-02   2.1306295e-01   1.7925631e-01   2.0135118e-01   1.0000000e+20   1.9023785e-01   1.0000000e+20   1.7126344e-01   8.1230041e-02  
 7.5000000e+00   1.1743615e-01   2.7538729e-02   2.6892504e-01   2.0306284e-01   1.6429674e-01   1.6695076e-01   1.6926841e-01   1.7160511e-01   1.9329983e-01  -1.2197892e-02   2.1849518e-01   1.8347538e-01   2.0824357e-01   1.0000000e+20   1.9081042e-01   1.0000000e+20   1.5908826e-01   7.3122332e-02  
 8.5000000e+00   6.3023845e-02  -3.4867525e-02   1.2853542e-01   2.0437407e-01   1.6710034e-01   1.6787421e-01   1.6636493e-01   1.7803478e-01   1.9935507e-01   3.5681019e-02   2.2352484e-01   1.8626333e-01   2.1364764e-01   1.0000000e+20   1.9113086e-01   1.0000000e+20   1.4505144e-01   7.4170985e-02  
 9.5000000e+00   5.7853915e-02  -1.0543998e-02   1.0455931e-01   2.0953317e-01   1.6938594e-01   1.6853942e-01   1.6651072e-01   1.8354597e-01   2.0427166e-01   6.6099815e-02   2.2899709e-01   1.8738591e-01   2.1789053e-01   1.0000000e+20   1.9138279e-01   1.0000000e+20   1.4891377e-01   6.9269161e-02  
