# COLUMN 1 : YEAR
# -----------------------------------
# COLUMN 2 : NCAR CSM1.4
# COLUMN 3 : HadGEM2-ES
# COLUMN 4 : MPI-ESM
# COLUMN 5 : Bern3D-LPJ (reference)
# COLUMN 6 : Bern3D-LPJ (ensemble median)
# COLUMN 7 : Bern2.5D-LPJ
# COLUMN 8 : CLIMBER2-LPJ
# COLUMN 9 : DCESS
# COLUMN 10 : GENIE (ensemble median)
# COLUMN 11 : LOVECLIM
# COLUMN 12 : MESMO
# COLUMN 13 : UVic2.9
# COLUMN 14 : ACC2
# COLUMN 15 : Bern-SAR
# COLUMN 16 : MAGICC6 (ensemble median)
# COLUMN 17 : TOTEM2
# -----------------------------------
# COLUMN 18 : MULTI-MODEL MEAN
# COLUMN 19 : MULTI-MODEL STDEV
#                      
 5.0000000e-01   3.8780671e+00   6.3234330e+00   6.6610115e+00   5.0845660e+00   5.4320866e+00   1.8541582e+00   5.4698490e-01   7.4315658e+00   4.8070485e+00   3.6742093e+00   4.1482484e+00   6.2776426e+00   2.1995659e+00   6.9353943e+00   9.4270712e-01   8.8301134e+00   4.6628158e+00   2.4050090e+00  
 1.5000000e+00   5.9263346e+00   8.8696660e+00   9.1056411e+00   7.5120015e+00   8.1575477e+00   4.4035319e+00   6.3405436e+00   1.0318710e+01   7.2388944e+00   5.5456826e+00   6.5419712e+00   9.0614944e+00   3.1368964e+00   1.0321372e+01   3.2839917e+00   9.3729531e+00   7.1750153e+00   2.3119879e+00  
 2.5000000e+00   7.5468167e+00   1.0925440e+01   1.1136556e+01   9.5225088e+00   1.0418380e+01   6.3904079e+00   9.7890154e+00   1.2421621e+01   9.1612749e+00   7.1544161e+00   8.5332915e+00   1.1233264e+01   4.0268516e+00   1.2998830e+01   5.9110355e+00   9.9129180e+00   9.1706746e+00   2.4608160e+00  
 3.5000000e+00   8.8244297e+00   1.2439648e+01   1.2534159e+01   1.1109145e+01   1.2180696e+01   7.8473861e+00   1.1493104e+01   1.3823473e+01   1.0621811e+01   8.4704875e+00   1.0101552e+01   1.2811613e+01   4.8551713e+00   1.4980146e+01   8.3193748e+00   1.0448421e+01   1.0650098e+01   2.5637488e+00  
 4.5000000e+00   9.9398741e+00   1.3446035e+01   1.3593829e+01   1.2404342e+01   1.3612481e+01   8.9978667e+00   1.2590269e+01   1.4860892e+01   1.1866568e+01   9.4819520e+00   1.1383261e+01   1.4037706e+01   5.6268542e+00   1.6532342e+01   9.8981483e+00   1.0979250e+01   1.1789822e+01   2.6566725e+00  
 5.5000000e+00   1.0925342e+01   1.4198158e+01   1.4510247e+01   1.3504479e+01   1.4848395e+01   9.9830825e+00   1.3497949e+01   1.5721556e+01   1.2986312e+01   1.0328707e+01   1.2480333e+01   1.5066193e+01   6.3489077e+00   1.7831203e+01   1.0663857e+01   1.1504934e+01   1.2726345e+01   2.7570037e+00  
 6.5000000e+00   1.1815626e+01   1.4971848e+01   1.5453467e+01   1.4484818e+01   1.5944034e+01   1.0868891e+01   1.4308633e+01   1.6470576e+01   1.3956430e+01   1.1213356e+01   1.3448194e+01   1.5962293e+01   7.0261532e+00   1.8956279e+01   1.1243416e+01   1.2023835e+01   1.3577535e+01   2.8467419e+00  
 7.5000000e+00   1.2597188e+01   1.5794531e+01   1.6430573e+01   1.5394059e+01   1.6913809e+01   1.1691852e+01   1.4995745e+01   1.7132950e+01   1.4791410e+01   1.2047179e+01   1.4311313e+01   1.6753299e+01   7.6620949e+00   1.9948264e+01   1.2159849e+01   1.2536727e+01   1.4384452e+01   2.9063057e+00  
 8.5000000e+00   1.3290593e+01   1.6452970e+01   1.7184691e+01   1.6216457e+01   1.7786192e+01   1.2471666e+01   1.5531744e+01   1.7725753e+01   1.5550647e+01   1.2677605e+01   1.5087845e+01   1.7457704e+01   8.2597703e+00   2.0835114e+01   1.3231716e+01   1.3045397e+01   1.5105960e+01   2.9402582e+00  
 9.5000000e+00   1.3901548e+01   1.6897449e+01   1.7765995e+01   1.6965971e+01   1.8598930e+01   1.3206548e+01   1.5928391e+01   1.8263210e+01   1.6258566e+01   1.3061314e+01   1.5796048e+01   1.8089972e+01   8.8220560e+00   2.1638245e+01   1.4057772e+01   1.3550270e+01   1.5722421e+01   2.9783148e+00  
