# COLUMN 1 : YEAR
# -----------------------------------
# COLUMN 2 : NCAR CSM1.4
# COLUMN 3 : HadGEM2-ES
# COLUMN 4 : MPI-ESM
# COLUMN 5 : Bern3D-LPJ (reference)
# COLUMN 6 : Bern3D-LPJ (ensemble median)
# COLUMN 7 : Bern2.5D-LPJ
# COLUMN 8 : CLIMBER2-LPJ
# COLUMN 9 : DCESS
# COLUMN 10 : GENIE (ensemble median)
# COLUMN 11 : LOVECLIM
# COLUMN 12 : MESMO
# COLUMN 13 : UVic2.9
# COLUMN 14 : ACC2
# COLUMN 15 : Bern-SAR
# COLUMN 16 : MAGICC6 (ensemble median)
# COLUMN 17 : TOTEM2
# -----------------------------------
# COLUMN 18 : MULTI-MODEL MEAN
# COLUMN 19 : MULTI-MODEL STDEV
#                      
 5.0000000e-01   9.8348119e-01   9.7669096e-01   1.0066371e+00   9.7715266e-01   9.7562537e-01   9.4385721e-01   9.8581001e-01   9.5815905e-01   9.3076966e-01   9.3359796e-01   9.2509662e-01   9.5150002e-01   9.0583344e-01   9.5363466e-01   9.6175354e-01   8.9888371e-01   9.5275537e-01   2.9378881e-02  
 1.5000000e+00   1.8539051e+00   1.8926449e+00   1.9366003e+00   1.8891130e+00   1.8854837e+00   1.7764213e+00   1.8523390e+00   1.8275362e+00   1.7860661e+00   1.7953599e+00   1.7958243e+00   1.8076843e+00   1.7564661e+00   1.8233973e+00   1.8468537e+00   1.7890950e+00   1.8283785e+00   4.7943314e-02  
 2.5000000e+00   2.6890198e+00   2.8007166e+00   2.8256194e+00   2.7720131e+00   2.7666023e+00   2.5790217e+00   2.6787957e+00   2.6692773e+00   2.6089746e+00   2.6171281e+00   2.6466731e+00   2.6301181e+00   2.5818999e+00   2.6628075e+00   2.6991180e+00   2.6747055e+00   2.6753652e+00   7.1301591e-02  
 3.5000000e+00   3.4871857e+00   3.6863291e+00   3.6658697e+00   3.6207405e+00   3.6136331e+00   3.3483899e+00   3.4651744e+00   3.4789991e+00   3.3932067e+00   3.3977409e+00   3.4730236e+00   3.4124387e+00   3.3749440e+00   3.4655828e+00   3.5061330e+00   3.5538035e+00   3.4881636e+00   9.9283576e-02  
 4.5000000e+00   4.2631212e+00   4.5192312e+00   4.4687766e+00   4.4420576e+00   4.4331337e+00   4.0927171e+00   4.2211834e+00   4.2632590e+00   4.1443038e+00   4.1521276e+00   4.2784421e+00   4.1621498e+00   4.1390249e+00   4.2378751e+00   4.2748167e+00   4.4262940e+00   4.2717637e+00   1.2809716e-01  
 5.5000000e+00   5.0200814e+00   5.3062320e+00   5.2463210e+00   5.2426904e+00   5.2305880e+00   4.8184200e+00   4.9559684e+00   5.0278310e+00   4.8682337e+00   4.8916207e+00   5.0667263e+00   4.8864707e+00   4.8787148e+00   4.9858698e+00   5.0173056e+00   5.2929235e+00   5.0328871e+00   1.5810344e-01  
 6.5000000e+00   5.7577521e+00   6.0755482e+00   6.0102205e+00   6.0266869e+00   6.0091501e+00   5.5288227e+00   5.6689082e+00   5.7760488e+00   5.5704661e+00   5.6244437e+00   5.8403243e+00   5.5898896e+00   5.5972524e+00   5.7134298e+00   5.7400278e+00   6.1549035e+00   5.7771459e+00   1.9262082e-01  
 7.5000000e+00   6.4757000e+00   6.8255912e+00   6.7638785e+00   6.7965452e+00   6.7719890e+00   6.2261062e+00   6.3583746e+00   6.5100095e+00   6.2548224e+00   6.3485064e+00   6.6008860e+00   6.2753246e+00   6.2969321e+00   6.4230758e+00   6.4449100e+00   7.0121227e+00   6.5058819e+00   2.3109084e-01  
 8.5000000e+00   7.1766727e+00   7.5335505e+00   7.4996755e+00   7.5542055e+00   7.5213527e+00   6.9119021e+00   7.0208353e+00   7.2313079e+00   6.9238503e+00   7.0474228e+00   7.3497563e+00   6.9450120e+00   6.9795685e+00   7.1167222e+00   7.1357384e+00   7.8630049e+00   7.2170915e+00   2.7114404e-01  
 9.5000000e+00   7.8630145e+00   8.1951624e+00   8.2113314e+00   8.3009657e+00   8.2585262e+00   7.5876714e+00   7.6587558e+00   7.9412670e+00   7.5795319e+00   7.7048186e+00   8.0881145e+00   7.6008218e+00   7.6466871e+00   7.7959493e+00   7.8148525e+00   8.7068316e+00   7.9102224e+00   3.1291661e-01  
